,datetime,longitude,latitude,source,detectedBy,confidenceRating,lightcurveStructure,peak_energy_g17,peak_energy_g18,peak_energy_g19,peak_energy_cat_g16,peak_energy_cat_g17,peak_energy_cat_g18,peak_energy_cat_g19,_id,status,name,description,latitudeDelta,longitudeDelta,lastModifiedBy,lastModifiedDate,createdBy,createdDate,submittedBy,submittedDate,publishedBy,publishedDate,howFound,groundTrack,nearbyLightningActivity,otherDetectingSources,otherInformation,humanClassification,reason,rejectedBy,rejectedDate,duration,beginningAltitude,attachments,isManuallyGenerated,isPipelineIssue,files,location,checkout_time,assessmentScore,images,csv,platform,pdfFilenames,peak_energy_g16,geometry,phase,moon_fullness,solarhour,sun_alt_obs,sun_alt_app,date_retrieved
411,2025-04-14 05:27:38.007000+00:00,-79.65369415283203,37.17950439453125,glm,GLM-19,high,minimal,,,0.0,,,,Faint,68142e5f8905d8d2a08bdc3d,PUBLISHED,,,0.0,0.00101470947265625,jdotson,2025-05-14T22:05:14.528Z,auto,2025-05-01T19:30:55.754Z,rlongenb,2025-05-05T19:52:53.495Z,jdotson,2025-05-14T22:05:14.528Z,{'GLM-19': ['forest']},"{'GLM-19': {'category': 'Single-Pixel', 'value': 0}}",isolated,IMO,,Bolide,,,,0.043487,,"[{'location': {'coordinates': [-79.65470886230469, 37.17950439453125], 'type': 'Point'}, 'geoData': [], 'netCdfFilename': ['OR_GLM-L2-LCFA_G19_s20251040527200_e20251040527400_c20251040527416.nc'], 'title': '', 'startTime': '2025-04-14T05:27:37.986Z', 'endTime': '2025-04-14T05:27:38.029Z', 'duration': 0.043, 'energy': 1.2850298726312364e-15, 'platformId': 'G19', 'satellite': {'height': 35786.0234375, 'latitude': 0, 'longitude': -75.19999694824219}}]",False,False,['G19_2025-04-14_05h27m38.009_37.180_-79.654_1920251040527380001.pdf'],"{'coordinates': [-79.65369415283203, 37.17950439453125], 'type': 'Point'}",-63,"{'score': 0.9036194086074829, 'assessment': 'accepted'}","[{'name': 'Map', 'url': '/img/OR_GLM-L2-LCFA_G19_s20251040527200_e20251040527400_c20251040527416.nc_Map.png'}, {'name': 'Energy Chart', 'url': '/img/OR_GLM-L2-LCFA_G19_s20251040527200_e20251040527400_c20251040527416.nc_EChart.png'}, {'name': 'Trajectory Chart', 'url': '/img/OR_GLM-L2-LCFA_G19_s20251040527200_e20251040527400_c20251040527416.nc_TChart.png'}]",['/csv/OR_GLM-L2-LCFA_G19_s20251040527200_e20251040527400_c20251040527416.nc.csv'],GLM-19,['G19_2025-04-14_05h27m38.009_37.180_-79.654_1920251040527380001.pdf'],,POINT (-79.65369415283203 37.17950439453125),0.5372148905420564,0.9255702189158872,0.1459772745616832,-43.275279449067895,-43.275279449067895,2025-07-18 11:59:48.484281
417,2025-04-12 09:12:17.357000+00:00,-118.86958312988281,46.77729797363281,glm,GLM-19,high,very good,,,0.0,,,,Bright,68142e608905d8d2a08bdcb2,PUBLISHED,,,0.27625274658203125,0.2082061767578125,jdotson,2025-05-21T22:40:59.431Z,auto,2025-05-01T19:30:56.113Z,rlongenb,2025-05-16T20:42:11.705Z,jdotson,2025-05-21T22:40:59.431Z,{'GLM-19': ['forest']},"{'GLM-19': {'category': 'Multi-Pixel', 'value': 0}}",isolated,IMO,,Bolide,,,,1.373312,,"[{'location': {'coordinates': [-119.07778930664062, 46.50104522705078], 'type': 'Point'}, 'geoData': [], 'netCdfFilename': ['OR_GLM-L2-LCFA_G19_s20251020912000_e20251020912200_c20251020912214.nc'], 'title': '', 'startTime': '2025-04-12T09:12:16.671Z', 'endTime': '2025-04-12T09:12:18.044Z', 'duration': 1.373, 'energy': 6.484405670563725e-15, 'platformId': 'G19', 'satellite': {'height': 35786.0234375, 'latitude': 0, 'longitude': -75.19999694824219}}]",False,False,['G19_2025-04-12_09h12m17.494_46.776_-118.895_1920251020912174001.pdf'],"{'coordinates': [-118.86958312988281, 46.77729797363281], 'type': 'Point'}",-63,"{'score': 0.8789963722229004, 'assessment': 'candidate'}","[{'name': 'Map', 'url': '/img/OR_GLM-L2-LCFA_G19_s20251020912000_e20251020912200_c20251020912214.nc_Map.png'}, {'name': 'Energy Chart', 'url': '/img/OR_GLM-L2-LCFA_G19_s20251020912000_e20251020912200_c20251020912214.nc_EChart.png'}, {'name': 'Trajectory Chart', 'url': '/img/OR_GLM-L2-LCFA_G19_s20251020912000_e20251020912200_c20251020912214.nc_TChart.png'}]",['/csv/OR_GLM-L2-LCFA_G19_s20251020912000_e20251020912200_c20251020912214.nc.csv'],GLM-19,['G19_2025-04-12_09h12m17.494_46.776_-118.895_1920251020912174001.pdf'],,POINT (-118.86958312988281 46.77729797363281),0.4744011804354303,0.9488023608708606,1.268030146437856,-31.86178745916647,-31.86178745916647,2025-07-18 11:59:48.484281
455,2025-03-27 16:05:22.341000+00:00,-111.43167495727539,14.269710540771484,glm,"GLM-16,GLM-18",high,very good,,0.0,,Very Bright,,Very Bright,,67e6cebb82bd0b3dc9464c4d,PUBLISHED,,,0.21836471557617188,0.4668159484863281,jdotson,2025-04-02T22:31:52.293Z,auto,2025-03-28T09:30:51.637Z,rlongenb,2025-03-31T18:15:28.944Z,jdotson,2025-04-02T22:31:52.293Z,"{'GLM-16': ['forest'], 'GLM-18': ['forest']}","{'GLM-18': {'category': 'Multi-Pixel', 'value': 0}, 'GLM-16': {'category': 'Multi-Pixel', 'value': 0}}",isolated,USG,,Bolide,,,,2.402533,56.78137869383136,"[{'location': {'coordinates': [-111.89849090576172, 14.051345825195312], 'type': 'Point'}, 'geoData': [], 'netCdfFilename': ['OR_GLM-L2-LCFA_G16_s20250861605200_e20250861605400_c20250861605420.nc'], 'title': '', 'startTime': '2025-03-27T16:05:21.139Z', 'endTime': '2025-03-27T16:05:23.542Z', 'duration': 2.403, 'energy': 2.2849099152175752e-15, 'platformId': 'G16', 'satellite': {'height': 35786.0234375, 'latitude': 0, 'longitude': -75.19999694824219}}, {'location': {'coordinates': [-111.89849090576172, 14.051345825195312], 'type': 'Point'}, 'geoData': [], 'netCdfFilename': ['OR_GLM-L2-LCFA_G18_s20250861605200_e20250861605400_c20250861605418.nc'], 'title': '', 'startTime': '2025-03-27T16:05:21.139Z', 'endTime': '2025-03-27T16:05:23.542Z', 'duration': 2.403, 'energy': 6.851019529585515e-16, 'platformId': 'G18', 'satellite': {'height': 35786.0234375, 'latitude': 0, 'longitude': -137}}]",False,False,"['G16_2025-03-27_16h05m22.502_14.327_-111.680_1620250861605225001.pdf', 'G16_2025-03-27_16h05m23.461_14.103_-111.628_1620250861605234001.pdf', 'G18_2025-03-27_16h05m22.251_14.330_-111.284_1820250861605222001.pdf']","{'coordinates': [-111.43167495727539, 14.269710540771484], 'type': 'Point'}",-98,"{'score': 0.6613129377365112, 'assessment': 'candidate'}","[{'name': 'Map', 'url': '/img/OR_GLM-L2-LCFA_G16_s20250861605200_e20250861605400_c20250861605420.nc_Map.png'}, {'name': 'Energy Chart', 'url': '/img/OR_GLM-L2-LCFA_G16_s20250861605200_e20250861605400_c20250861605420.nc_EChart.png'}, {'name': 'Energy Chart', 'url': '/img/OR_GLM-L2-LCFA_G18_s20250861605200_e20250861605400_c20250861605418.nc_EChart.png'}, {'name': 'Map', 'url': '/img/OR_GLM-L2-LCFA_G18_s20250861605200_e20250861605400_c20250861605418.nc_Map.png'}, {'name': 'Trajectory Chart', 'url': '/img/OR_GLM-L2-LCFA_G16_s20250861605200_e20250861605400_c20250861605420.nc_TChart.png'}, {'name': 'Trajectory Chart', 'url': '/img/OR_GLM-L2-LCFA_G18_s20250861605200_e20250861605400_c20250861605418.nc_TChart.png'}]","['/csv/OR_GLM-L2-LCFA_G16_s20250861605200_e20250861605400_c20250861605420.nc.csv', '/csv/OR_GLM-L2-LCFA_G18_s20250861605200_e20250861605400_c20250861605418.nc.csv']","GLM-16,GLM-18","['G16_2025-03-27_16h05m22.502_14.327_-111.680_1620250861605225001.pdf', 'G16_2025-03-27_16h05m23.461_14.103_-111.628_1620250861605234001.pdf', 'G18_2025-03-27_16h05m22.251_14.330_-111.284_1820250861605222001.pdf']",0.0,POINT (-111.43167495727539 14.269710540771484),0.9392914737434397,0.12141705251312063,8.573817791513765,38.06756756544583,38.04732629984049,2025-07-18 11:59:48.484281
473,2025-03-21 20:58:29.351000+00:00,-85.39269638061523,-30.060943603515625,glm,"GLM-16,GLM-18",high,very good,,0.0,,Fairly Bright,,Fairly Bright,,67dee5c0cda08bcd12b503d6,PUBLISHED,,,0.122894287109375,0.3802299499511719,jdotson,2025-04-02T22:10:57.759Z,auto,2025-03-22T09:30:56.470Z,rlongenb,2025-03-31T17:42:59.489Z,jdotson,2025-04-02T22:10:57.759Z,"{'GLM-16': ['forest'], 'GLM-18': ['forest']}","{'GLM-18': {'category': 'Multi-Pixel', 'value': 0}, 'GLM-16': {'category': 'Multi-Pixel', 'value': 0}}",isolated,,,Bolide,,,,0.705731,41.665819544533406,"[{'location': {'coordinates': [-85.7729263305664, -30.183837890625], 'type': 'Point'}, 'geoData': [], 'netCdfFilename': ['OR_GLM-L2-LCFA_G16_s20250802058200_e20250802058400_c20250802058415.nc'], 'title': '', 'startTime': '2025-03-21T20:58:28.998Z', 'endTime': '2025-03-21T20:58:29.703Z', 'duration': 0.705, 'energy': 1.8849578981830397e-15, 'platformId': 'G16', 'satellite': {'height': 35786.0234375, 'latitude': 0, 'longitude': -75.19999694824219}}, {'location': {'coordinates': [-85.7729263305664, -30.183837890625], 'type': 'Point'}, 'geoData': [], 'netCdfFilename': ['OR_GLM-L2-LCFA_G18_s20250802058200_e20250802058400_c20250802058421.nc'], 'title': '', 'startTime': '2025-03-21T20:58:28.998Z', 'endTime': '2025-03-21T20:58:29.703Z', 'duration': 0.705, 'energy': 5.58451363223602e-15, 'platformId': 'G18', 'satellite': {'height': 35786.0234375, 'latitude': 0, 'longitude': -137}}]",False,False,"['G16_2025-03-21_20h58m29.477_-30.019_-85.665_1620250802058294001.pdf', 'G18_2025-03-21_20h58m29.475_-30.077_-85.118_1820250802058294001.pdf']","{'coordinates': [-85.39269638061523, -30.060943603515625], 'type': 'Point'}",-104,"{'score': 0.8570454120635986, 'assessment': 'candidate'}","[{'name': 'Map', 'url': '/img/OR_GLM-L2-LCFA_G16_s20250802058200_e20250802058400_c20250802058415.nc_Map.png'}, {'name': 'Energy Chart', 'url': '/img/OR_GLM-L2-LCFA_G16_s20250802058200_e20250802058400_c20250802058415.nc_EChart.png'}, {'name': 'Energy Chart', 'url': '/img/OR_GLM-L2-LCFA_G18_s20250802058200_e20250802058400_c20250802058421.nc_EChart.png'}, {'name': 'Map', 'url': '/img/OR_GLM-L2-LCFA_G18_s20250802058200_e20250802058400_c20250802058421.nc_Map.png'}, {'name': 'Trajectory Chart', 'url': '/img/OR_GLM-L2-LCFA_G16_s20250802058200_e20250802058400_c20250802058415.nc_TChart.png'}, {'name': 'Trajectory Chart', 'url': '/img/OR_GLM-L2-LCFA_G18_s20250802058200_e20250802058400_c20250802058421.nc_TChart.png'}]","['/csv/OR_GLM-L2-LCFA_G16_s20250802058200_e20250802058400_c20250802058415.nc.csv', '/csv/OR_GLM-L2-LCFA_G18_s20250802058200_e20250802058400_c20250802058421.nc.csv']","GLM-16,GLM-18","['G16_2025-03-21_20h58m29.477_-30.019_-85.665_1620250802058294001.pdf', 'G18_2025-03-21_20h58m29.475_-30.077_-85.118_1820250802058294001.pdf']",0.0,POINT (-85.39269638061523 -30.060943603515625),0.7423056511937011,0.5153886976125979,15.166241062825238,35.44320398065183,35.420934148863,2025-07-18 11:59:48.484281
481,2025-03-19 23:34:54.194000+00:00,-147.42050170898438,-16.272615432739258,glm,GLM-18,high,very good,,0.0,,,,Faint,,67dee597dfeca52ba6ce7959,PUBLISHED,,,0.07820320129394531,0.122894287109375,jdotson,2025-04-02T22:12:42.600Z,auto,2025-03-22T09:30:15.876Z,rlongenb,2025-03-28T19:40:28.402Z,jdotson,2025-04-02T22:12:42.600Z,{'GLM-18': ['forest']},"{'GLM-18': {'category': 'Multi-Pixel', 'value': 0}}",isolated,,,Bolide,,,,0.699627,,"[{'location': {'coordinates': [-147.54339599609375, -16.350818634033203], 'type': 'Point'}, 'geoData': [], 'netCdfFilename': ['OR_GLM-L2-LCFA_G18_s20250782334400_e20250782335000_c20250782335015.nc'], 'title': '', 'startTime': '2025-03-19T23:34:53.844Z', 'endTime': '2025-03-19T23:34:54.544Z', 'duration': 0.7, 'energy': 5.851139486999176e-16, 'platformId': 'G18', 'satellite': {'height': 35786.0234375, 'latitude': 0, 'longitude': -137}}]",False,False,['G18_2025-03-19_23h34m54.232_-16.272_-147.382_1820250782334542001.pdf'],"{'coordinates': [-147.42050170898438, -16.272615432739258], 'type': 'Point'}",-104,"{'score': 0.8150078058242798, 'assessment': 'candidate'}","[{'name': 'Map', 'url': '/img/OR_GLM-L2-LCFA_G18_s20250782334400_e20250782335000_c20250782335015.nc_Map.png'}, {'name': 'Energy Chart', 'url': '/img/OR_GLM-L2-LCFA_G18_s20250782334400_e20250782335000_c20250782335015.nc_EChart.png'}, {'name': 'Trajectory Chart', 'url': '/img/OR_GLM-L2-LCFA_G18_s20250782334400_e20250782335000_c20250782335015.nc_TChart.png'}]",['/csv/OR_GLM-L2-LCFA_G18_s20250782334400_e20250782335000_c20250782335015.nc.csv'],GLM-18,['G18_2025-03-19_23h34m54.232_-16.272_-147.382_1820250782334542001.pdf'],,POINT (-147.42050170898438 -16.272615432739258),0.6780292251301632,0.6439415497396737,13.6285276143284,61.02568434712376,61.01690755404029,2025-07-18 11:59:48.484281
485,2025-03-19 15:19:52.357000+00:00,-189.6995620727539,-14.129615783691406,glm,GLM-18,high,very good,,0.0,,,,Fairly Bright,,67dee597dfeca52ba6ce795a,PUBLISHED,,,0.44992828369140625,0.08632659912109375,jdotson,2025-04-02T22:13:30.415Z,auto,2025-03-22T09:30:15.887Z,rlongenb,2025-03-28T19:38:16.323Z,jdotson,2025-04-02T22:13:30.415Z,{'GLM-18': ['forest']},"{'GLM-18': {'category': 'Multi-Pixel', 'value': 0}}",not isolated,,,Bolide,,,,1.876859,,"[{'location': {'coordinates': [-189.785888671875, -14.579544067382812], 'type': 'Point'}, 'geoData': [], 'netCdfFilename': ['OR_GLM-L2-LCFA_G18_s20250781519400_e20250781520000_c20250781520018.nc'], 'title': '', 'startTime': '2025-03-19T15:19:51.419Z', 'endTime': '2025-03-19T15:19:53.296Z', 'duration': 1.877, 'energy': 2.484885923734843e-15, 'platformId': 'G18', 'satellite': {'height': 35786.0234375, 'latitude': 0, 'longitude': -137}}]",False,False,['G18_2025-03-19_15h19m52.326_-14.169_-189.689_1820250781519523001.pdf'],"{'coordinates': [-189.6995620727539, -14.129615783691406], 'type': 'Point'}",-104,"{'score': 0.8193723559379578, 'assessment': 'candidate'}","[{'name': 'Map', 'url': '/img/OR_GLM-L2-LCFA_G18_s20250781519400_e20250781520000_c20250781520018.nc_Map.png'}, {'name': 'Energy Chart', 'url': '/img/OR_GLM-L2-LCFA_G18_s20250781519400_e20250781520000_c20250781520018.nc_EChart.png'}, {'name': 'Trajectory Chart', 'url': '/img/OR_GLM-L2-LCFA_G18_s20250781519400_e20250781520000_c20250781520018.nc_TChart.png'}]",['/csv/OR_GLM-L2-LCFA_G18_s20250781519400_e20250781520000_c20250781520018.nc.csv'],GLM-18,['G18_2025-03-19_15h19m52.326_-14.169_-189.689_1820250781519523001.pdf'],,POINT (-189.6995620727539 -14.129615783691406),0.6663465393589605,0.667306921282079,2.5575515867152014,-49.386656095733926,-49.386656095733926,2025-07-18 11:59:48.484281
490,2025-03-18 17:48:31.605000+00:00,-30.232650756835938,-1.4270057678222656,glm,GLM-16,high,very good,,,,Bright,,,,67dee597dfeca52ba6ce792b,PUBLISHED,,,0.07719039916992188,0.05179595947265625,jdotson,2025-04-02T22:31:37.559Z,auto,2025-03-22T09:30:15.762Z,rlongenb,2025-03-28T14:47:58.228Z,jdotson,2025-04-02T22:31:37.559Z,{'GLM-16': ['forest']},"{'GLM-16': {'category': 'Multi-Pixel', 'value': 0}}",isolated,USG,,Bolide,,,,1.190587,,"[{'location': {'coordinates': [-30.284446716308594, -1.5041961669921875], 'type': 'Point'}, 'geoData': [], 'netCdfFilename': ['OR_GLM-L2-LCFA_G16_s20250771748200_e20250771748400_c20250771748413.nc'], 'title': '', 'startTime': '2025-03-18T17:48:31.010Z', 'endTime': '2025-03-18T17:48:32.201Z', 'duration': 1.191, 'energy': 4.684621593908315e-15, 'platformId': 'G16', 'satellite': {'height': 35786.0234375, 'latitude': 0, 'longitude': -75.19999694824219}}]",False,False,['G16_2025-03-18_17h48m31.552_-1.503_-30.184_1620250771748315001.pdf'],"{'coordinates': [-30.232650756835938, -1.4270057678222656], 'type': 'Point'}",-104,"{'score': 0.8687229752540588, 'assessment': 'candidate'}","[{'name': 'Map', 'url': '/img/OR_GLM-L2-LCFA_G16_s20250771748200_e20250771748400_c20250771748413.nc_Map.png'}, {'name': 'Energy Chart', 'url': '/img/OR_GLM-L2-LCFA_G16_s20250771748200_e20250771748400_c20250771748413.nc_EChart.png'}, {'name': 'Trajectory Chart', 'url': '/img/OR_GLM-L2-LCFA_G16_s20250771748200_e20250771748400_c20250771748413.nc_TChart.png'}]",['/csv/OR_GLM-L2-LCFA_G16_s20250771748200_e20250771748400_c20250771748413.nc.csv'],GLM-16,['G16_2025-03-18_17h48m31.552_-1.503_-30.184_1620250771748315001.pdf'],0.0,POINT (-30.232650756835938 -1.4270057678222656),0.6358708728564229,0.7282582542871543,15.662087906969894,35.09586495569459,35.07330825596062,2025-07-18 11:59:48.484281
518,2025-03-10 07:54:26.419000+00:00,-87.06545639038086,7.170387268066406,glm,"GLM-16,GLM-18",high,very good,,0.0,,Fairly Bright,,Fairly Bright,,67d0653555cde8576b610018,PUBLISHED,,,0.021331787109375,0.7671852111816406,jdotson,2025-03-26T22:22:06.982Z,auto,2025-03-11T09:30:45.606Z,rlongenb,2025-03-25T20:56:48.115Z,jdotson,2025-03-26T22:22:06.982Z,"{'GLM-16': ['forest'], 'GLM-18': ['forest']}","{'GLM-18': {'category': 'Multi-Pixel', 'value': 0}, 'GLM-16': {'category': 'Multi-Pixel', 'value': 0}}",not isolated,,,Bolide,,,,0.443275,96.7921860260767,"[{'location': {'coordinates': [-87.8326416015625, 7.149055480957031], 'type': 'Point'}, 'geoData': [], 'netCdfFilename': ['OR_GLM-L2-LCFA_G16_s20250690754200_e20250690754400_c20250690754421.nc'], 'title': '', 'startTime': '2025-03-10T07:54:26.197Z', 'endTime': '2025-03-10T07:54:26.640Z', 'duration': 0.443, 'energy': 1.684981889665772e-15, 'platformId': 'G16', 'satellite': {'height': 35786.0234375, 'latitude': 0, 'longitude': -75.19999694824219}}, {'location': {'coordinates': [-87.8326416015625, 7.149055480957031], 'type': 'Point'}, 'geoData': [], 'netCdfFilename': ['OR_GLM-L2-LCFA_G18_s20250690754200_e20250690754400_c20250690754410.nc'], 'title': '', 'startTime': '2025-03-10T07:54:26.197Z', 'endTime': '2025-03-10T07:54:26.640Z', 'duration': 0.443, 'energy': 2.0849339067003075e-15, 'platformId': 'G18', 'satellite': {'height': 35786.0234375, 'latitude': 0, 'longitude': -137}}]",False,False,"['G16_2025-03-10_07h54m26.472_7.149_-87.831_1620250690754264001.pdf', 'G18_2025-03-10_07h54m26.459_7.187_-86.538_1820250690754264001.pdf']","{'coordinates': [-87.06545639038086, 7.170387268066406], 'type': 'Point'}",-115,"{'score': 0.9197890758514404, 'assessment': 'candidate'}","[{'name': 'Map', 'url': '/img/OR_GLM-L2-LCFA_G16_s20250690754200_e20250690754400_c20250690754421.nc_Map.png'}, {'name': 'Energy Chart', 'url': '/img/OR_GLM-L2-LCFA_G16_s20250690754200_e20250690754400_c20250690754421.nc_EChart.png'}, {'name': 'Energy Chart', 'url': '/img/OR_GLM-L2-LCFA_G18_s20250690754200_e20250690754400_c20250690754410.nc_EChart.png'}, {'name': 'Map', 'url': '/img/OR_GLM-L2-LCFA_G18_s20250690754200_e20250690754400_c20250690754410.nc_Map.png'}, {'name': 'Trajectory Chart', 'url': '/img/OR_GLM-L2-LCFA_G16_s20250690754200_e20250690754400_c20250690754421.nc_TChart.png'}, {'name': 'Trajectory Chart', 'url': '/img/OR_GLM-L2-LCFA_G18_s20250690754200_e20250690754400_c20250690754410.nc_TChart.png'}]","['/csv/OR_GLM-L2-LCFA_G16_s20250690754200_e20250690754400_c20250690754421.nc.csv', '/csv/OR_GLM-L2-LCFA_G18_s20250690754200_e20250690754400_c20250690754410.nc.csv']","GLM-16,GLM-18","['G16_2025-03-10_07h54m26.472_7.149_-87.831_1620250690754264001.pdf', 'G18_2025-03-10_07h54m26.459_7.187_-86.538_1820250690754264001.pdf']",0.0,POINT (-87.06545639038086 7.170387268066406),0.3499793331074991,0.6999586662149982,1.9325453813206863,-60.97766811725857,-60.97766811725857,2025-07-18 11:59:48.484281
532,2025-03-05 16:55:54.247000+00:00,-134.7605438232422,33.40538024902344,glm,GLM-18,high,very good,,0.0,,,,Faint,,67cf66620297c1325c37cb96,PUBLISHED,,,0.0,0.134063720703125,jdotson,2025-04-02T22:37:42.678Z,auto,2025-03-10T15:23:30.285Z,rlongenb,2025-03-25T20:47:25.851Z,jdotson,2025-04-02T22:37:42.678Z,{'GLM-18': ['forest']},"{'GLM-18': {'category': 'Multi-Pixel', 'value': 0}}",isolated,,,Bolide,,,,1.047914,,"[{'location': {'coordinates': [-134.8946075439453, 33.40538024902344], 'type': 'Point'}, 'geoData': [], 'netCdfFilename': ['OR_GLM-L2-LCFA_G18_s20250641655400_e20250641656000_c20250641656015.nc'], 'title': '', 'startTime': '2025-03-05T16:55:53.723Z', 'endTime': '2025-03-05T16:55:54.771Z', 'duration': 1.048, 'energy': 7.850899572171854e-16, 'platformId': 'G18', 'satellite': {'height': 35786.0234375, 'latitude': 0, 'longitude': -137}}]",False,False,['G18_2025-03-05_16h55m54.292_33.405_-134.805_1820250641655542001.pdf'],"{'coordinates': [-134.7605438232422, 33.40538024902344], 'type': 'Point'}",-116,"{'score': 0.6721945405006409, 'assessment': 'candidate'}","[{'name': 'Map', 'url': '/img/OR_GLM-L2-LCFA_G18_s20250641655400_e20250641656000_c20250641656015.nc_Map.png'}, {'name': 'Energy Chart', 'url': '/img/OR_GLM-L2-LCFA_G18_s20250641655400_e20250641656000_c20250641656015.nc_EChart.png'}, {'name': 'Trajectory Chart', 'url': '/img/OR_GLM-L2-LCFA_G18_s20250641655400_e20250641656000_c20250641656015.nc_TChart.png'}]",['/csv/OR_GLM-L2-LCFA_G18_s20250641655400_e20250641656000_c20250641656015.nc.csv'],GLM-18,['G18_2025-03-05_16h55m54.292_33.405_-134.805_1820250641655542001.pdf'],,POINT (-134.7605438232422 33.40538024902344),0.19283837350895647,0.385676747017913,7.758331640891899,18.326992392315407,18.27913837944301,2025-07-18 11:59:48.484281
552,2025-02-27 06:45:27.455000+00:00,-94.13227844238281,-26.617923736572266,glm,"GLM-16,GLM-18",high,good,,0.0,,Fairly Bright,,Faint,,67c3443fe019dafada36c2fe,PUBLISHED,,,0.055858612060546875,0.7042160034179688,jdotson,2025-03-19T22:09:42.107Z,Pipeline,2025-03-01T19:00:01.966Z,rlongenb,2025-03-14T00:06:31.670Z,jdotson,2025-03-19T22:09:42.107Z,"{'GLM-16': ['forest'], 'GLM-18': ['forest']}","{'GLM-18': {'category': 'Multi-Pixel', 'value': 0}, 'GLM-16': {'category': 'Multi-Pixel', 'value': 0}}",isolated,,,Bolide,,,,0.208666,90.85705510788921,"[{'location': {'coordinates': [-94.83649444580078, -26.673782348632812], 'type': 'Point'}, 'geoData': [], 'netCdfFilename': ['OR_GLM-L2-LCFA_G16_s20250580645200_e20250580645400_c20250580645417.nc'], 'title': '', 'startTime': '2025-02-27T06:45:27.351Z', 'endTime': '2025-02-27T06:45:27.560Z', 'duration': 0.209, 'energy': 1.8849578981830397e-15, 'platformId': 'G16', 'satellite': {'height': 35786.0234375, 'latitude': 0, 'longitude': -75.19999694824219}}, {'location': {'coordinates': [-94.83649444580078, -26.673782348632812], 'type': 'Point'}, 'geoData': [], 'netCdfFilename': ['OR_GLM-L2-LCFA_G18_s20250580645200_e20250580645400_c20250580645417.nc'], 'title': '', 'startTime': '2025-02-27T06:45:27.351Z', 'endTime': '2025-02-27T06:45:27.560Z', 'duration': 0.209, 'energy': 1.584993885407138e-15, 'platformId': 'G18', 'satellite': {'height': 35786.0234375, 'latitude': 0, 'longitude': -137}}]",False,False,"['G16_2025-02-27_06h45m27.447_-26.639_-94.835_1620250580645274001.pdf', 'G18_2025-02-27_06h45m27.472_-26.671_-93.488_1820250580645274001.pdf']","{'coordinates': [-94.13227844238281, -26.617923736572266], 'type': 'Point'}",-124,"{'score': 0, 'assessment': 'N/A'}","[{'name': 'Map', 'url': '/img/OR_GLM-L2-LCFA_G16_s20250580645200_e20250580645400_c20250580645417.nc_Map.png'}, {'name': 'Energy Chart', 'url': '/img/OR_GLM-L2-LCFA_G16_s20250580645200_e20250580645400_c20250580645417.nc_EChart.png'}, {'name': 'Energy Chart', 'url': '/img/OR_GLM-L2-LCFA_G18_s20250580645200_e20250580645400_c20250580645417.nc_EChart.png'}, {'name': 'Map', 'url': '/img/OR_GLM-L2-LCFA_G18_s20250580645200_e20250580645400_c20250580645417.nc_Map.png'}, {'name': 'Trajectory Chart', 'url': '/img/OR_GLM-L2-LCFA_G16_s20250580645200_e20250580645400_c20250580645417.nc_TChart.png'}, {'name': 'Trajectory Chart', 'url': '/img/OR_GLM-L2-LCFA_G18_s20250580645200_e20250580645400_c20250580645417.nc_TChart.png'}]","['/csv/OR_GLM-L2-LCFA_G16_s20250580645200_e20250580645400_c20250580645417.nc.csv', '/csv/OR_GLM-L2-LCFA_G18_s20250580645200_e20250580645400_c20250580645417.nc.csv']","GLM-16,GLM-18","['G16_2025-02-27_06h45m27.447_-26.639_-94.835_1620250580645274001.pdf', 'G18_2025-02-27_06h45m27.472_-26.671_-93.488_1820250580645274001.pdf']",0.0,POINT (-94.13227844238281 -26.617923736572266),0.9745979608339977,0.05080407833200451,0.2710775945561863,-54.93609600391007,-54.93609600391007,2025-07-18 11:59:48.484281
